coverage,set_size_mean,set_size_median,empty_rate,singleton_rate,top1_acc_non_empty,base_top1_acc,hir,level,alpha,run
0.8199052132701421,0.993996840442338,1.0,0.07867298578199,0.8486571879936801,0.861111111111111,0.825750394944707,,major,0.25,1
0.7917851500789891,0.9609794628751971,1.0,0.10126382306477001,0.83649289099526,0.855159078924239,0.816903633491311,,major,0.25,2
0.812954186413902,0.9903633491311211,1.0,0.08199052132701401,0.84565560821485,0.8575116159008771,0.8232227488151651,,major,0.25,3
0.813744075829383,0.988467614533965,1.0,0.08309636650868801,0.845339652448657,0.860096485182632,0.8254344391785151,,major,0.25,4
0.8077409162717221,0.9813586097946281,1.0,0.08562401263823001,0.847393364928909,0.857463718037318,0.8208530805687201,,major,0.25,5
0.809794628751974,0.98736176935229,1.0,0.083254344391785,0.846129541864139,0.8576598311218331,0.8208530805687201,,major,0.25,6
0.8219589257503951,1.003949447077409,1.0,0.074249605055292,0.8475513428120061,0.859215017064846,0.8276461295418641,,major,0.25,7
0.797630331753554,0.9704581358609791,1.0,0.096366508688783,0.8368088467614531,0.8571678321678321,0.8186413902053711,,major,0.25,8
0.8091627172195891,0.9859399684044231,1.0,0.08467614533965201,0.8447077409162711,0.858646876078702,0.8238546603475511,,major,0.25,9
0.8110584518167451,0.98736176935229,1.0,0.082622432859399,0.847393364928909,0.8589633201308761,0.8211690363349131,,major,0.25,10
0.8090047393364921,0.983254344391785,1.0,0.084360189573459,0.8480252764612951,0.8592132505175981,0.8206951026856241,,major,0.25,11
0.79431279620853,0.9676145339652441,1.0,0.09304897314375901,0.846287519747235,0.851419613307786,0.8162717219589251,,major,0.25,12
0.7973143759873611,0.967930489731437,1.0,0.09494470774091601,0.8421800947867291,0.8573922150462551,0.817219589257503,,major,0.25,13
0.8058451816745651,0.9807266982622431,1.0,0.08736176935229001,0.8445497630331751,0.8566730136749171,0.8206951026856241,,major,0.25,14
0.803317535545023,0.9751974723538701,1.0,0.09020537124802501,0.8443917851500791,0.8569196040979331,0.8200631911532381,,major,0.25,15
0.8109004739336491,0.9859399684044231,1.0,0.083254344391785,0.8475513428120061,0.8574875064621741,0.821642969984202,,major,0.25,16
0.8132701421800941,0.991785150078988,1.0,0.080568720379146,0.8470774091627171,0.8565292096219931,0.8221169036334911,,major,0.25,17
0.805371248025276,0.979936808846761,1.0,0.084044233807266,0.8519747235387041,0.8558123490858911,0.8197472353870451,,major,0.25,18
0.8131121642969981,0.9909952606635071,1.0,0.08120063191153201,0.8466034755134281,0.8571182943603851,0.821484992101105,,major,0.25,19
0.8088467614533961,0.9902053712480251,1.0,0.08199052132701401,0.8458135860979461,0.8547582171743241,0.820537124802527,,major,0.25,20
0.8066350710900471,0.978830963665086,1.0,0.08641390205371201,0.848341232227488,0.857686321978212,0.8199052132701421,,major,0.25,21
0.795576619273301,0.966824644549763,1.0,0.096208530805687,0.840758293838862,0.856144030763852,0.8184834123222741,,major,0.25,22
0.8121642969984201,0.9900473933649281,1.0,0.079936808846761,0.8500789889415481,0.8569711538461531,0.8252764612954181,,major,0.25,23
0.818325434439178,0.9973143759873611,1.0,0.077093206951026,0.848499210110584,0.857411845258473,0.822432859399684,,major,0.25,24
0.81042654028436,0.9856240126382301,1.0,0.07930489731437501,0.855766192733017,0.856897735072065,0.823538704581358,,major,0.25,25
0.7981042654028431,0.9654028436018951,1.0,0.095260663507109,0.844075829383886,0.861183865898376,0.8229067930489731,,major,0.25,26
0.802211690363349,0.9693522906793051,1.0,0.095260663507109,0.8401263823064771,0.8618823118561201,0.820537124802527,,major,0.25,27
0.812796208530805,0.9935229067930491,1.0,0.079620853080568,0.847235387045813,0.855132166151733,0.8206951026856241,,major,0.25,28
0.8154818325434431,0.990521327014218,1.0,0.079462875197472,0.850552922590837,0.860648704307533,0.824486571879936,,major,0.25,29
0.814060031595576,0.9936808846761451,1.0,0.081674565560821,0.842969984202211,0.8608291759848611,0.824486571879936,,major,0.25,30
0.8113744075829381,0.9909952606635071,1.0,0.079936808846761,0.84913112164297,0.854567307692307,0.8210110584518161,,major,0.25,31
0.802211690363349,0.9726698262243281,1.0,0.089889415481832,0.8475513428120061,0.8581843429960071,0.821642969984202,,major,0.25,32
0.8091627172195891,0.9829383886255921,1.0,0.084044233807266,0.8489731437598731,0.858399448085546,0.8218009478672981,,major,0.25,33
0.8123222748815161,0.9867298578199051,1.0,0.083412322274881,0.8464454976303311,0.8583247156153051,0.8218009478672981,,major,0.25,34
0.8195892575039491,0.9933649289099521,1.0,0.07661927330173701,0.8533965244865711,0.861077844311377,0.826856240126382,,major,0.25,35
0.8109004739336491,0.9890995260663501,1.0,0.08214849921011001,0.8466034755134281,0.8571428571428571,0.8208530805687201,,major,0.25,36
0.8047393364928911,0.9780410742496051,1.0,0.08562401263823001,0.850710900473933,0.8564270905321351,0.8186413902053711,,major,0.25,37
0.8131121642969981,0.9903633491311211,1.0,0.07851500789889401,0.85260663507109,0.8582204697411281,0.8265402843601891,,major,0.25,38
0.81911532385466,0.996998420221169,1.0,0.074881516587677,0.8532385466034751,0.8594603825136611,0.8260663507109001,,major,0.25,39
0.7939968404423381,0.965718799368088,1.0,0.098894154818325,0.83649289099526,0.8571178120617111,0.817061611374407,,major,0.25,40
0.809636650868878,0.9846761453396521,1.0,0.08214849921011001,0.8510268562401261,0.8557659208261611,0.8219589257503951,,major,0.25,41
0.804107424960505,0.9764612954186411,1.0,0.08672985781990501,0.8500789889415481,0.85590728247708,0.81911532385466,,major,0.25,42
