coverage_mean,coverage_std,set_size_mean_mean,set_size_mean_std,set_size_median_mean,set_size_median_std,empty_rate_mean,empty_rate_std,singleton_rate_mean,singleton_rate_std,top1_acc_non_empty_mean,top1_acc_non_empty_std,base_top1_acc_mean,base_top1_acc_std,hir_mean,hir_std
0.6001988008835591,0.006344331062438743,0.6631019248974437,0.006938798800594429,1.0,0.0,0.33689807510255554,0.006938798800594418,0.6631019248974437,0.006938798800594429,0.9051392633097711,0.0019941569960351953,0.7226853897128427,0.003466130527438136,,
