coverage,set_size_mean,set_size_median,empty_rate,singleton_rate,top1_acc_non_empty,base_top1_acc,hir,level,alpha,run
0.7918901861786051,0.794414641842852,1.0,0.205585358157147,0.794414641842852,0.9968222442899701,0.9566109182707471,0.9996837944664031,family,0.2,1
0.7978857683811921,0.8018302303565791,1.0,0.19816976964342,0.8018302303565791,0.995080676898858,0.9583464815399181,0.9996837444655281,family,0.2,2
0.8051435784159041,0.8094035973493211,1.0,0.190596402650678,0.8094035973493211,0.994736842105263,0.957399810665825,0.9995256166982921,family,0.2,3
0.8054591353739351,0.80908804039129,1.0,0.19091195960870902,0.80908804039129,0.995514820592823,0.9581887030609021,1.0,family,0.2,4
0.7993057746923321,0.8034080151467341,1.0,0.196591984853266,0.8034080151467341,0.9948939512961501,0.9583464815399181,0.9996837444655281,family,0.2,5
0.7893657305143571,0.7936257494477751,1.0,0.20637425055222403,0.7936257494477751,0.9946322067594431,0.955033133480593,0.9998418722327641,family,0.2,6
0.8021457873146101,0.806405806248027,1.0,0.193594193751972,0.806405806248027,0.994717276462531,0.9575575891448401,0.999525691699604,family,0.2,7
0.8071946986431051,0.8116124960555381,1.0,0.18838750394446102,0.8116124960555381,0.994556765163297,0.957242032186809,0.999841847224418,family,0.2,8
0.798359103818239,0.802461344272641,1.0,0.19753865572735801,0.802461344272641,0.9948879276445141,0.957399810665825,0.9995256166982921,family,0.2,9
0.8051435784159041,0.808930261912275,1.0,0.191069738087724,0.808930261912275,0.995318899941486,0.9578731461028711,0.9996837444655281,family,0.2,10
0.794887977279899,0.798516882297254,1.0,0.20148311770274502,0.798516882297254,0.9954554435882231,0.9564531397917321,0.9993674889310561,family,0.2,11
0.798832439255285,0.8015146733985481,1.0,0.19848532660145102,0.8015146733985481,0.9966535433070861,0.9588198169769641,0.9996837444655281,family,0.2,12
0.798359103818239,0.8019880088355941,1.0,0.19801199116440502,0.8019880088355941,0.9954751131221721,0.9583464815399181,0.9996836944488371,family,0.2,13
0.7977279899021771,0.8019880088355941,1.0,0.19801199116440502,0.8019880088355941,0.9946881762738541,0.9575575891448401,0.9992093611638201,family,0.2,14
0.802776901230672,0.806563584727043,1.0,0.19343641527295602,0.806563584727043,0.9953051643192481,0.9578731461028711,0.9993675889328061,family,0.2,15
0.7977279899021771,0.8018302303565791,1.0,0.19816976964342,0.8018302303565791,0.9948839039748131,0.959135373934995,0.999525541673256,family,0.2,16
0.8019880088355941,0.8056169138529501,1.0,0.19438308614704902,0.8056169138529501,0.9954954954954951,0.9599242663300721,0.9996837444655281,family,0.2,17
0.7972546544651311,0.800883559482486,1.0,0.199116440517513,0.800883559482486,0.9954688731284471,0.9600820448090881,0.999841847224418,family,0.2,18
0.792836857052698,0.796623540549069,1.0,0.20337645945093002,0.796623540549069,0.9952465834818771,0.9577153676238561,0.999525691699604,family,0.2,19
0.8019880088355941,0.8057746923319661,1.0,0.194225307668034,0.8057746923319661,0.9953005678480511,0.9566109182707471,0.999525541673256,family,0.2,20
0.8037235721047641,0.808456926475228,1.0,0.191543073524771,0.808456926475228,0.9941451990632311,0.9544020195645311,0.9996837444655281,family,0.2,21
0.7898390659514041,0.7934679709687591,1.0,0.20653202903124002,0.7934679709687591,0.995426526148339,0.9567686967497631,1.0,family,0.2,22
0.798359103818239,0.8019880088355941,1.0,0.19801199116440502,0.8019880088355941,0.9954751131221721,0.957399810665825,1.0,family,0.2,23
0.7956768696749761,0.7993057746923321,1.0,0.200694225307668,0.7993057746923321,0.995459928938018,0.9575575891448401,0.999525691699604,family,0.2,24
0.7994635531713471,0.802619122751656,1.0,0.19738087724834302,0.802619122751656,0.9960684096717121,0.9603976017671191,0.9998418722327641,family,0.2,25
0.8040391290627951,0.8078258125591671,1.0,0.192174187440833,0.8078258125591671,0.9953124999999999,0.9577153676238561,0.999525691699604,family,0.2,26
0.796623540549069,0.800252445566424,1.0,0.199747554433575,0.800252445566424,0.9954652996845421,0.957242032186809,1.0,family,0.2,27
0.7996213316503621,0.8040391290627951,1.0,0.19596087093720402,0.8040391290627951,0.9945054945054941,0.9556642473966551,0.9998418722327641,family,0.2,28
0.8037235721047641,0.807036920164089,1.0,0.19296307983591002,0.807036920164089,0.9958944281524921,0.9586620384979481,0.9996837444655281,family,0.2,29
0.7991479962133161,0.8019880088355941,1.0,0.19801199116440502,0.8019880088355941,0.9964587841825691,0.9580309245818871,0.999841847224418,family,0.2,30
0.7994635531713471,0.802934679709687,1.0,0.197065320290312,0.802934679709687,0.9956769502849281,0.9588198169769641,0.999525691699604,family,0.2,31
