metric,value
accuracy,0.7289800137835976
precision_micro,0.7289800137835976
precision_macro,0.5058441623931998
precision_weighted,0.8308201244897397
recall_micro,0.7289800137835976
recall_macro,0.5707820225833109
recall_weighted,0.7289800137835976
f1_micro,0.7289800137835976
f1_macro,0.5012589212339843
f1_weighted,0.7501843111393838
