coverage_mean,coverage_std,set_size_mean_mean,set_size_mean_std,set_size_median_mean,set_size_median_std,empty_rate_mean,empty_rate_std,singleton_rate_mean,singleton_rate_std,top1_acc_non_empty_mean,top1_acc_non_empty_std,base_top1_acc_mean,base_top1_acc_std,hir_mean,hir_std
0.5495734597156394,0.006201060570615054,0.5613522906793046,0.006945511562468346,1.0,0.0,0.43864770932069463,0.006945511562468419,0.5613522906793046,0.006945511562468346,0.9790315998101891,0.002061852927072945,0.7244644549763027,0.003376051623168538,,
