coverage,set_size_mean,set_size_median,empty_rate,singleton_rate,top1_acc_non_empty,base_top1_acc,hir,level,alpha,run
0.789257503949447,0.8360189573459711,1.0,0.17661927330173702,0.810742496050552,0.954144282425172,0.9428120063191151,0.0,family,0.3,1
0.790363349131121,0.833333333333333,1.0,0.17851500789889402,0.809636650868878,0.9563461538461531,0.942338072669826,0.0,family,0.3,2
0.791311216429699,0.8369668246445491,1.0,0.17535545023696603,0.8123222748815161,0.9538314176245211,0.9429699842022111,0.0,family,0.3,3
0.785939968404423,0.830173775671406,1.0,0.181358609794628,0.8071090047393361,0.9561945194905441,0.943285939968404,0.0,family,0.3,4
0.80521327014218,0.847393364928909,1.0,0.16650868878357,0.8195892575039491,0.9596285064442761,0.9481832543443911,0.0,family,0.3,5
0.787993680884676,0.8314375987361771,1.0,0.17962085308056802,0.8093206951026851,0.957442711342191,0.9461295418641391,0.0,family,0.3,6
0.792417061611374,0.837598736176935,1.0,0.176303317535545,0.809794628751974,0.9558879938626771,0.9440758293838861,0.0,family,0.3,7
0.78388625592417,0.828751974723538,1.0,0.181042654028436,0.8091627172195891,0.9527391975308641,0.9383886255924171,0.0,family,0.3,8
0.7906793048973141,0.832069510268562,1.0,0.179778830963665,0.808372827804107,0.9583975346687211,0.9459715639810421,0.0,family,0.3,9
0.793522906793048,0.837598736176935,1.0,0.17519747235387,0.8120063191153231,0.9567132733192871,0.947551342812006,0.0,family,0.3,10
0.791311216429699,0.8371248025276461,1.0,0.176461295418641,0.8099526066350711,0.9553040475733741,0.9424960505529221,0.0,family,0.3,11
0.790205371248025,0.8306477093206951,1.0,0.179778830963665,0.809794628751974,0.9599383667180271,0.9470774091627171,0.0,family,0.3,12
0.795418641390205,0.839810426540284,1.0,0.17456556082148503,0.8110584518167451,0.9569377990430621,0.944391785150079,0.0,family,0.3,13
0.7854660347551341,0.832385466034755,1.0,0.17883096366508602,0.8099526066350711,0.9526741054251631,0.940126382306477,0.0,family,0.3,14
0.770774091627172,0.8134281200631911,1.0,0.19447077409162702,0.797630331753554,0.953520298097666,0.9391785150078981,0.0,family,0.3,15
0.7830963665086881,0.825592417061611,1.0,0.18499210110584502,0.8044233807266981,0.9565807327001351,0.9447077409162711,0.0,family,0.3,16
0.791469194312796,0.835229067930489,1.0,0.17772511848341202,0.8093206951026851,0.956003842459173,0.946445497630331,0.0,family,0.3,17
0.784834123222748,0.828751974723538,1.0,0.18151658767772502,0.8082148499210111,0.9548349739432541,0.9402843601895731,0.0,family,0.3,18
0.7821484992101101,0.825592417061611,1.0,0.184834123222748,0.8047393364928911,0.9554263565891471,0.9429699842022111,0.0,family,0.3,19
0.7887835703001581,0.835229067930489,1.0,0.17661927330173702,0.811532385466034,0.9539524174980811,0.940916271721958,0.0,family,0.3,20
0.7843601895734591,0.8271721958925751,1.0,0.183570300157977,0.8056872037914691,0.9566563467492261,0.943127962085308,0.0,family,0.3,21
0.7905213270142181,0.834281200631911,1.0,0.177883096366508,0.8099526066350711,0.95695618754804,0.9434439178515001,0.0,family,0.3,22
0.7876777251184831,0.8325434439178511,1.0,0.17740916271721902,0.812638230647709,0.954676397157672,0.943127962085308,0.0,family,0.3,23
0.7810426540284361,0.8251184834123221,1.0,0.18657187993680802,0.80173775671406,0.955331132258691,0.9402843601895731,0.0,family,0.3,24
0.795734597156398,0.843127962085308,1.0,0.17203791469194302,0.812796208530805,0.9538256058004191,0.944391785150079,0.0,family,0.3,25
0.7894154818325431,0.833333333333333,1.0,0.18041074249605002,0.8058451816745651,0.957979953739398,0.9440758293838861,0.0,family,0.3,26
0.792259083728278,0.8361769352290671,1.0,0.17725118483412303,0.8093206951026851,0.9575652841781871,0.9445497630331751,0.0,family,0.3,27
0.781674565560821,0.828120063191153,1.0,0.18388625592417002,0.804107424960505,0.9537359659310871,0.9415481832543441,0.0,family,0.3,28
0.780252764612954,0.8251184834123221,1.0,0.18388625592417002,0.8071090047393361,0.9521873790166471,0.9407582938388621,0.0,family,0.3,29
0.7941548183254341,0.8391785150078981,1.0,0.17503949447077402,0.810742496050552,0.957296055151283,0.9458135860979461,0.0,family,0.3,30
0.7777251184834121,0.816903633491311,1.0,0.18988941548183202,0.803317535545023,0.9567082683307331,0.943127962085308,0.0,family,0.3,31
0.784676145339652,0.8306477093206951,1.0,0.18041074249605002,0.808530805687203,0.9531611410948341,0.940916271721958,0.0,family,0.3,32
0.7952606635071091,0.8368088467614531,1.0,0.174407582938388,0.8143759873617691,0.9584768465365481,0.9470774091627171,0.0,family,0.3,33
0.789257503949447,0.835545023696682,1.0,0.17930489731437602,0.8058451816745651,0.9543792107795951,0.9418641390205371,0.0,family,0.3,34
0.7960505529225901,0.8415481832543441,1.0,0.17203791469194302,0.8143759873617691,0.9547796222095021,0.942022116903633,0.0,family,0.3,35
0.795734597156398,0.842812006319115,1.0,0.17077409162717203,0.8156398104265401,0.953705467708134,0.943285939968404,0.0,family,0.3,36
0.7927330173775671,0.8415481832543441,1.0,0.171879936808846,0.8146919431279621,0.950782144219763,0.9382306477093201,0.0,family,0.3,37
0.790363349131121,0.8360189573459711,1.0,0.17472353870458102,0.8145339652448651,0.9531010719754971,0.9394944707740911,0.0,family,0.3,38
0.7842022116903631,0.8292259083728271,1.0,0.18230647709320602,0.806161137440758,0.954404945904173,0.9407582938388621,0.0,family,0.3,39
0.7823064770932071,0.825592417061611,1.0,0.184044233807266,0.806319115323854,0.9550822846079381,0.9417061611374401,0.0,family,0.3,40
0.7807266982622431,0.8262243285939961,1.0,0.182780410742496,0.8082148499210111,0.9520587666731101,0.93996840442338,0.0,family,0.3,41
0.7875197472353871,0.8306477093206951,1.0,0.18072669826224302,0.8078988941548181,0.956421133821828,0.944233807266982,0.0,family,0.3,42
0.7884676145339651,0.833175355450237,1.0,0.17772511848341202,0.8113744075829381,0.9548511047070121,0.942180094786729,0.0,family,0.3,43
0.7930489731437591,0.8368088467614531,1.0,0.17519747235387,0.812796208530805,0.9569048075081401,0.9448657187993681,0.0,family,0.3,44
0.7941548183254341,0.838704581358609,1.0,0.17472353870458102,0.811848341232227,0.9563552833078101,0.9436018957345971,0.0,family,0.3,45
