coverage_mean,coverage_std,set_size_mean_mean,set_size_mean_std,set_size_median_mean,set_size_median_std,empty_rate_mean,empty_rate_std,singleton_rate_mean,singleton_rate_std,top1_acc_non_empty_mean,top1_acc_non_empty_std,base_top1_acc_mean,base_top1_acc_std,hir_mean,hir_std
0.9372388766172289,0.003653571546633227,1.5719059640265065,0.01535400369908121,1.0,0.0,5.0489113284799995e-05,7.43471239346451e-05,0.6524960555380241,0.005083132299479903,0.7919016631499929,0.003306813183936861,0.7918617860523821,0.003332793278402255,,
