coverage_mean,coverage_std,set_size_mean_mean,set_size_mean_std,set_size_median_mean,set_size_median_std,empty_rate_mean,empty_rate_std,singleton_rate_mean,singleton_rate_std,top1_acc_non_empty_mean,top1_acc_non_empty_std,base_top1_acc_mean,base_top1_acc_std,hir_mean,hir_std
0.4992552855790466,0.004864630295911771,0.4995771536762382,0.0048559962324668604,0.46,0.5034574339058886,0.5004228463237611,0.004855996232466875,0.4995771536762382,0.0048559962324668604,0.9993555529612105,0.0003382817314958171,0.9575859892710631,0.0015055123870547427,0.9981910253219084,0.00034424932993052764
