metric,value
accuracy,0.7199539018768522
precision_micro,0.7199539018768522
precision_macro,0.49489622019155166
precision_weighted,0.8218688627724486
recall_micro,0.7199539018768522
recall_macro,0.5689926067038048
recall_weighted,0.7199539018768522
f1_micro,0.7199539018768522
f1_macro,0.496299655322968
f1_weighted,0.7420272523572181
