metric,value
accuracy,0.8506593594793629
precision_micro,0.8506593594793629
precision_macro,0.7270277547493939
precision_weighted,0.8711016524747782
recall_micro,0.8506593594793629
recall_macro,0.769615606566151
recall_weighted,0.8506593594793629
f1_micro,0.8506593594793629
f1_macro,0.7412339414581682
f1_weighted,0.8576425439983225
