metric,value
accuracy,0.9565360553177478
precision_micro,0.9565360553177478
precision_macro,0.9093708502030416
precision_weighted,0.9583944757449264
recall_micro,0.9565360553177478
recall_macro,0.9323582362678939
recall_weighted,0.9565360553177478
f1_micro,0.9565360553177478
f1_macro,0.9201815447942477
f1_weighted,0.9568468491231615
