alpha,level,metric,mean,std
0.04,family,top1_acc_non_empty,0.954476195903778,0.0014199387721063
0.04,family,base_top1_acc,0.9543925528557904,0.0014843469474336
0.04,family,hir,0.4431366361628269,0.0094827413433506
0.04,major,coverage,0.9607289365730513,0.0031788685912599
0.04,major,set_size_mean,1.6280119911644046,0.0147795199487089
0.04,major,set_size_median,1.0,0.0
0.04,major,empty_rate,0.0,0.0
0.04,major,singleton_rate,0.6474755443357522,0.0049041771037748
0.04,major,top1_acc_non_empty,0.8282865257178916,0.0032492392621583
0.04,major,base_top1_acc,0.8282865257178916,0.0032492392621583
0.04,major,hir,,
0.04,leaf,coverage,0.9602934679709684,0.0031829190063279
0.04,leaf,set_size_mean,2.9356390028400123,0.0491531718212452
0.04,leaf,set_size_median,2.0,0.0
0.04,leaf,empty_rate,0.0,0.0
0.04,leaf,singleton_rate,0.4024802776901226,0.0074371610719705
0.04,leaf,top1_acc_non_empty,0.7226853897128427,0.0034661305274381
0.04,leaf,base_top1_acc,0.7226853897128427,0.0034661305274381
0.04,leaf,hir,,
0.05,family,coverage,0.9503344903755124,0.0032354270216691
0.05,family,set_size_mean,0.9897854212685384,0.0039217680382529
0.05,family,set_size_median,1.0,0.0
0.05,family,empty_rate,0.0102871568318076,0.0037889636212368
0.05,family,singleton_rate,0.9896402650678444,0.003672755060071
0.05,family,top1_acc_non_empty,0.9602014893293298,0.0008497987483773
0.05,family,base_top1_acc,0.9543925528557904,0.0014843469474336
0.05,family,hir,0.3616408961817604,0.0131251939783325
0.05,major,coverage,0.950198800883559,0.0036238980113648
0.05,major,set_size_mean,1.5236604607131583,0.0179484888434776
0.05,major,set_size_median,1.0,0.0
0.05,major,empty_rate,0.0,0.0
0.05,major,singleton_rate,0.6984947933101922,0.0083920312007326
0.05,major,top1_acc_non_empty,0.8282865257178916,0.0032492392621583
0.05,major,base_top1_acc,0.8282865257178916,0.0032492392621583
0.05,major,hir,,
0.05,leaf,coverage,0.9502650678447456,0.0037405569065822
0.05,leaf,set_size_mean,2.63092458188703,0.0556332156967361
0.05,leaf,set_size_median,2.0,0.0
0.05,leaf,empty_rate,0.0,0.0
0.05,leaf,singleton_rate,0.4521016093404854,0.0098345331365982
0.05,leaf,top1_acc_non_empty,0.7226853897128427,0.0034661305274381
0.05,leaf,base_top1_acc,0.7226853897128427,0.0034661305274381
0.05,leaf,hir,,
0.075,family,coverage,0.9252193120858312,0.0039805486013976
0.075,family,set_size_mean,0.9470779425686332,0.0042148899489198
0.075,family,set_size_median,1.0,0.0
0.075,family,empty_rate,0.0529220574313659,0.0042148899489198
0.075,family,singleton_rate,0.9470779425686332,0.0042148899489198
0.075,family,top1_acc_non_empty,0.9769211116567912,0.0010612297557549
0.075,family,base_top1_acc,0.9543925528557904,0.0014843469474336
0.075,family,hir,0.3047775323445877,0.0060259627480342
0.075,major,coverage,0.9250299779110124,0.0051268329998896
0.075,major,set_size_mean,1.3449258441148624,0.0154855036241927
0.075,major,set_size_median,1.0,0.0
0.075,major,empty_rate,0.0,0.0
0.075,major,singleton_rate,0.7585863048280211,0.0049590431571968
0.075,major,top1_acc_non_empty,0.8282865257178916,0.0032492392621583
0.075,major,base_top1_acc,0.8282865257178916,0.0032492392621583
0.075,major,hir,,
0.075,leaf,coverage,0.9251909119596082,0.0043801484999182
0.075,leaf,set_size_mean,2.088744083307036,0.0475158529744369
0.075,leaf,set_size_median,1.0,0.0
0.075,leaf,empty_rate,5.04891132848e-05,7.43471239346451e-05
0.075,leaf,singleton_rate,0.5250236667718519,0.0044490813436909
0.075,leaf,top1_acc_non_empty,0.7227218279018974,0.003454896629611
0.075,leaf,base_top1_acc,0.7226853897128427,0.0034661305274381
0.075,leaf,hir,,
0.1,family,coverage,0.9021426317450296,0.0026053278445911
0.1,family,set_size_mean,0.917371410539602,0.0029253564197806
0.1,family,set_size_median,1.0,0.0
0.1,family,empty_rate,0.0826285894603971,0.0029253564197806
0.1,family,singleton_rate,0.917371410539602,0.0029253564197806
0.1,family,top1_acc_non_empty,0.9834011025320248,0.0011627605379328
0.1,family,base_top1_acc,0.9543925528557904,0.0014843469474336
0.1,family,hir,0.2696655096244868,0.0055476271160271
0.1,major,coverage,0.8997759545597975,0.0053131092132656
0.1,major,set_size_mean,1.2268822972546545,0.0090691464782827
0.1,major,set_size_median,1.0,0.0
0.1,major,empty_rate,0.0011801830230351,0.0004385016103974
0.1,major,singleton_rate,0.8096623540549065,0.0036430536986597
0.1,major,top1_acc_non_empty,0.8292458775008523,0.0031645833791534
0.1,major,base_top1_acc,0.8282865257178916,0.0032492392621583
0.1,major,hir,,
0.1,leaf,coverage,0.8998548437993054,0.0049322524701702
0.1,leaf,set_size_mean,1.7468318081413694,0.0312813060195687
0.1,leaf,set_size_median,1.0,0.0
0.1,leaf,empty_rate,0.0003376459450925,0.0001990914905734
0.1,leaf,singleton_rate,0.5760145156200689,0.0075383554380441
0.1,leaf,top1_acc_non_empty,0.7229293696936756,0.0034396070903091
0.1,leaf,base_top1_acc,0.7226853897128427,0.0034661305274381
0.1,leaf,hir,,
0.15,family,coverage,0.8575197223098766,0.0096499209294812
0.15,family,set_size_mean,0.8672041653518455,0.0098056920063833
0.15,family,set_size_median,1.0,0.0
0.15,family,empty_rate,0.1327958346481535,0.0098056920063833
0.15,family,singleton_rate,0.8672041653518455,0.0098056920063833
0.15,family,top1_acc_non_empty,0.9888336294972616,0.0009714752028587
0.15,family,base_top1_acc,0.9543925528557904,0.0014843469474336
0.15,family,hir,0.2750015777847897,0.0098966310812021
0.15,major,coverage,0.8501609340485953,0.0057027378593515
0.15,major,set_size_mean,1.0593783527926788,0.0106728006113275
0.15,major,set_size_median,1.0,0.0
0.15,major,empty_rate,0.0318807194698637,0.0061667964015988
0.15,major,singleton_rate,0.8770495424424105,0.0028840019719216
0.15,major,top1_acc_non_empty,0.8465745145598272,0.0023580993842977
0.15,major,base_top1_acc,0.8282865257178916,0.0032492392621583
0.15,major,hir,,
0.15,leaf,coverage,0.8504764910066263,0.0054452532443182
0.15,leaf,set_size_mean,1.3718649416219626,0.0133801526837702
0.15,leaf,set_size_median,1.0,0.0
0.15,leaf,empty_rate,0.003739349952666,0.0008949457555827
0.15,leaf,singleton_rate,0.6604260018933413,0.0059251159876339
0.15,leaf,top1_acc_non_empty,0.724699943274514,0.0032949271345616
0.15,leaf,base_top1_acc,0.7226853897128427,0.0034661305274381
0.15,leaf,hir,,
0.2,family,coverage,0.7998232881035022,0.0044292869608578
0.2,family,set_size_mean,0.8049479331019245,0.004678572659415
0.2,family,set_size_median,1.0,0.0
0.2,family,empty_rate,0.1950520668980746,0.004678572659415
0.2,family,singleton_rate,0.8049479331019245,0.004678572659415
0.2,family,top1_acc_non_empty,0.9936353691607758,0.0007568587503458
0.2,family,base_top1_acc,0.9543925528557904,0.0014843469474336
0.2,family,hir,0.3406595140422842,0.0049625671251836
0.2,major,coverage,0.8000788892395075,0.0062244294568333
0.2,major,set_size_mean,0.8943925528557901,0.0077787144680468
0.2,major,set_size_median,1.0,0.0
0.2,major,empty_rate,0.1105932470810976,0.0056074168651849
0.2,major,singleton_rate,0.884420952982013,0.0036764327214431
0.2,major,top1_acc_non_empty,0.8967267579734621,0.0015932739729287
0.2,major,base_top1_acc,0.8282865257178916,0.0032492392621583
0.2,major,hir,,
0.2,leaf,coverage,0.8022246765541177,0.0057237957556259
0.2,leaf,set_size_mean,1.179166929630798,0.0062015261996399
0.2,leaf,set_size_median,1.0,0.0
0.2,leaf,empty_rate,0.0343957084253702,0.0017073792421589
0.2,leaf,singleton_rate,0.758034080151467,0.0051306695008513
0.2,leaf,top1_acc_non_empty,0.7418372416881276,0.0035288103961081
0.2,leaf,base_top1_acc,0.7226853897128427,0.0034661305274381
0.2,leaf,hir,,
0.25,family,coverage,0.7496213316503624,0.0051288036140757
0.25,family,set_size_mean,0.7531271694540861,0.0052944447887115
0.25,family,set_size_median,1.0,0.0
0.25,family,empty_rate,0.2468728305459131,0.0052944447887116
0.25,family,singleton_rate,0.7531271694540861,0.0052944447887115
0.25,family,top1_acc_non_empty,0.9953464457233516,0.0006489459908979
0.25,family,base_top1_acc,0.9543925528557904,0.0014843469474336
0.25,family,hir,0.3863079835910377,0.0033583656019641
0.25,major,coverage,0.7500473335437041,0.0059154799837688
0.25,major,set_size_mean,0.8003534237929942,0.0060059753888877
0.25,major,set_size_median,1.0,0.0
0.25,major,empty_rate,0.1996465762070049,0.0060059753888877
0.25,major,singleton_rate,0.8003534237929942,0.0060059753888877
0.25,major,top1_acc_non_empty,0.9371445687500694,0.0020075735759129
0.25,major,base_top1_acc,0.8282865257178916,0.0032492392621583
0.25,major,hir,,
0.25,leaf,coverage,0.7503755127800563,0.0062933753519423
0.25,leaf,set_size_mean,1.0398769327863675,0.0095709878645439
0.25,leaf,set_size_median,1.0,0.0
0.25,leaf,empty_rate,0.1003976017671185,0.0046861547191784
0.25,leaf,singleton_rate,0.7623477437677498,0.0039171989480515
0.25,leaf,top1_acc_non_empty,0.7751008271428002,0.0026441871384785
0.25,leaf,base_top1_acc,0.7226853897128427,0.0034661305274381
0.25,leaf,hir,,
0.3,family,coverage,0.6996465762070051,0.0056358255635449
0.3,family,set_size_mean,0.7024992111076045,0.0057070765446025
0.3,family,set_size_median,1.0,0.0
0.3,family,empty_rate,0.2975007888923946,0.0057070765446025
0.3,family,singleton_rate,0.7024992111076045,0.0057070765446025
0.3,family,top1_acc_non_empty,0.99594003693163,0.0006135308754603
0.3,family,base_top1_acc,0.9543925528557904,0.0014843469474336
0.3,family,hir,0.3977690123067209,0.0038205310690076
0.3,major,coverage,0.7003187125276108,0.0059363891440813
0.3,major,set_size_mean,0.7204575575891445,0.0063107213558163
0.3,major,set_size_median,1.0,0.0
0.3,major,empty_rate,0.2795424424108547,0.0063107213558163
0.3,major,singleton_rate,0.7204575575891445,0.0063107213558163
0.3,major,top1_acc_non_empty,0.9720503081407248,0.0012851387357983
0.3,major,base_top1_acc,0.8282865257178916,0.0032492392621583
0.3,major,hir,,
0.3,leaf,coverage,0.700779425686336,0.0054813127657648
0.3,leaf,set_size_mean,0.8851940675291887,0.0085205005757357
0.3,leaf,set_size_median,1.0,0.0
0.3,leaf,empty_rate,0.185964026506784,0.0046694640295138
0.3,leaf,singleton_rate,0.7428810350268219,0.0028263647271994
0.3,leaf,top1_acc_non_empty,0.8235801359698917,0.0029540076401667
0.3,leaf,base_top1_acc,0.7226853897128427,0.0034661305274381
0.3,leaf,hir,,
0.35,family,coverage,0.6502966235405486,0.0056530467059606
0.35,family,set_size_mean,0.652290943515304,0.0057051293532579
0.35,family,set_size_median,1.0,0.0
0.35,family,empty_rate,0.347709056484695,0.0057051293532579
0.35,family,singleton_rate,0.652290943515304,0.0057051293532579
0.35,family,top1_acc_non_empty,0.9969431577102574,0.0004639866738907
0.35,family,base_top1_acc,0.9543925528557904,0.0014843469474336
0.35,family,hir,0.3580877248343322,0.0035345311649546
0.35,major,coverage,0.6523319659198482,0.0057283198195793
0.35,major,set_size_mean,0.6653770905648467,0.0056997009538272
0.35,major,set_size_median,1.0,0.0
0.35,major,empty_rate,0.3346229094351525,0.0056997009538272
0.35,major,singleton_rate,0.6653770905648467,0.0056997009538272
0.35,major,top1_acc_non_empty,0.9803935715706646,0.0013811933722996
0.35,major,base_top1_acc,0.8282865257178916,0.0032492392621583
0.35,major,hir,,
0.35,leaf,coverage,0.6500473335437041,0.0066503436967089
0.35,leaf,set_size_mean,0.7703408015146729,0.0078692634374262
0.35,leaf,set_size_median,1.0,0.0
0.35,leaf,empty_rate,0.2414768065635842,0.005181232752091
0.35,leaf,singleton_rate,0.7467055853581567,0.0031796100623265
0.35,leaf,top1_acc_non_empty,0.8482221183063995,0.0028923507523057
0.35,leaf,base_top1_acc,0.7226853897128427,0.0034661305274381
0.35,leaf,hir,,
0.4,family,coverage,0.601136005048911,0.0059110123575119
0.4,family,set_size_mean,0.602565478068791,0.0060003602578857
0.4,family,set_size_median,1.0,0.0
0.4,family,empty_rate,0.3974345219312081,0.0060003602578856
0.4,family,singleton_rate,0.602565478068791,0.0060003602578857
0.4,family,top1_acc_non_empty,0.9976290234284392,0.0004758106307739
0.4,family,base_top1_acc,0.9543925528557904,0.0014843469474336
0.4,family,hir,0.2915399179551904,0.0049642089453462
0.4,major,coverage,0.5998548437993054,0.0055772769198537
